,Name,Stocktype,Mileage_(Miles),Price,Ext_color,Int_color,Transmission,Body_style,Model_Year,Car_Age_Year,Car_Make,Car_Model,Car_Trim
1867,2012 Honda CR-V EX-L w/Navigation,Used,"187,060 mi.",9788,Red,Gray,Automatic,SUV,2012-01-01,8.47,Honda,CR-V,w/Navigation
1868,2013 Lexus ES 350 Base,Used,"159,723 mi.",12495,Black,Gray,Automatic,Sedan,2013-01-01,7.46,Lexus,ES,Base
1869,2016 Chevrolet Malibu LS,Used,"28,038 mi.",13599,Blue,Gray,Automatic,Sedan,2016-01-01,4.46,Chevrolet,Malibu,LS
1870,2016 Hyundai Elantra GT Base,Used,"59,180 mi.",11599,Red,Black,Automatic,Hatchback,2016-01-01,4.46,Hyundai,Elantra,Base
1871,2018 Kia Soul +,Used,"54,234 mi.",13599,Silver,Black,Automatic,Hatchback,2018-01-01,2.46,Kia,Soul,+
1872,2013 Ford Edge SE,Used,"90,476 mi.",12995,Black,Other,Automatic,SUV,2013-01-01,7.46,Ford,Edge,SE
1873,2014 Kia Optima LX,Used,"42,678 mi.",12599,Black,White,Automatic,Sedan,2014-01-01,6.46,Kia,Optima,LX
1874,2010 BMW 328 i,Used,"97,887 mi.",9500,White,Black,Unknown,Sedan,2010-01-01,10.47,BMW,328,i
1875,2014 Kia Soul +,Used,"40,559 mi.",12599,White,Black,Automatic,Wagon,2014-01-01,6.46,Kia,Soul,+
1876,2019 Kia Optima LX,Used,"39,840 mi.",14599,Silver,Black,Automatic,Sedan,2019-01-01,1.46,Kia,Optima,LX
1877,2017 Ford Escape SE,Used,"87,372 mi.",13395,Black,Black,Automatic,SUV,2017-01-01,3.46,Ford,Escape,SE
1878,2010 Hyundai Sonata GLS,Used,"107,937 mi.",5995,Silver,Gray,Automatic,Sedan,2010-01-01,10.47,Hyundai,Sonata,GLS
1879,2010 Subaru Forester 2.5X Premium,Used,"128,043 mi.",8838,Gray,Gray,Automatic,SUV,2010-01-01,10.47,Subaru,Forester,Premium
1880,2015 Volkswagen Jetta DSG TDI SE w/Connectivity,Used,"53,011 mi.",13995,White,Beige,Automatic,Sedan,2015-01-01,5.46,Volkswagen,Jetta,w/Connectivity
1881,2019 Nissan Versa 1.6 SV,Used,"20,606 mi.",12239,Silver,Gray,CVT,Sedan,2019-01-01,1.46,Nissan,Versa,SV
1882,2015 Toyota Camry SE,Used,"63,841 mi.",12995,Gray,Black,Automatic,Sedan,2015-01-01,5.46,Toyota,Camry,SE
1883,2016 Volkswagen e-Golf SE,Volkswagen Certified,"16,941 mi.",14888,Silver,Black,Automatic,Hatchback,2016-01-01,4.46,Volkswagen,e-Golf,SE
1884,2016 Toyota Corolla L,Used,"100,044 mi.",11590,Silver,Other,Automatic,Sedan,2016-01-01,4.46,Toyota,Corolla,L
1885,2006 GMC Sierra 2500 W/T,Used,"197,556 mi.",8836,Blue,Other,Automatic,Extended Cab Pickup,2006-01-01,14.47,GMC,Sierra,W/T
1886,2011 Toyota 4Runner SR5,Used,"147,000 mi.",14500,Silver,Black,Automatic,SUV,2011-01-01,9.47,Toyota,4Runner,SR5
1887,2010 Toyota Prius I,Used,"144,080 mi.",8998,White,Other,CVT,Hatchback,2010-01-01,10.47,Toyota,Prius,I
1888,2006 BMW 525 xi,Used,"135,774 mi.",5900,Gray,Black,Automatic,Sedan,2006-01-01,14.47,BMW,525,xi
1889,2005 Acura TL 3.2,Used,"212,400 mi.",4200,White,Beige,Automatic,Sedan,2005-01-01,15.47,Acura,TL,3.2
1890,2012 Honda Accord EX-L,Used,"83,805 mi.",12997,Black,Black,Automatic,Sedan,2012-01-01,8.47,Honda,Accord,EX-L
1891,2013 Mazda Mazda3 i SV,Used,"85,067 mi.",8995,Silver,Black,Automatic,Sedan,2013-01-01,7.46,Mazda,Mazda3,SV
1892,2014 Ford Escape SE,Used,"92,486 mi.",11477,Blue,Gray,Automatic,SUV,2014-01-01,6.46,Ford,Escape,SE
1893,2015 Jeep Cherokee Latitude,Used,"93,380 mi.",12990,Gray,Black,Automatic,SUV,2015-01-01,5.46,Jeep,Cherokee,Latitude
1894,2016 Volkswagen Passat 1.8T,Used,"50,965 mi.",11977,Beige,Black,Automatic,Sedan,2016-01-01,4.46,Volkswagen,Passat,1.8T
1895,2017 Kia Soul +,Used,"82,165 mi.",10490,Gray,Black,Automatic,Hatchback,2017-01-01,3.46,Kia,Soul,+
1896,2011 Toyota Camry LE,Used,"116,053 mi.",8995,Red,Gray,Automatic,Sedan,2011-01-01,9.47,Toyota,Camry,LE
1897,2015 Ford Fusion SE,Used,"103,016 mi.",9790,White,Black,Automatic,Sedan,2015-01-01,5.46,Ford,Fusion,SE
1898,2012 Hyundai Sonata Hybrid Base,Used,"81,570 mi.",7990,Silver,Gray,Automatic,Sedan,2012-01-01,8.47,Hyundai,Sonata,Base
1899,2017 Honda Civic LX,Used,"70,428 mi.",12990,Gray,Gray,CVT,Sedan,2017-01-01,3.46,Honda,Civic,LX
1900,1998 Subaru Legacy Brighton AWD,Used,"114,303 mi.",4991,Red,Gray,Manual,Wagon,1998-01-01,22.47,Subaru,Legacy,AWD
1901,2016 Volkswagen Jetta Limited,Used,"68,438 mi.",10777,Gray,Gray,Automatic,Sedan,2016-01-01,4.46,Volkswagen,Jetta,Limited
1902,2017 Subaru Outback 2.5i Limited,Used,"129,920 mi.",14991,White,Black,CVT,SUV,2017-01-01,3.46,Subaru,Outback,Limited
1903,2001 Ford F-350 XLT,Used,"224,365 mi.",13995,Red,Gray,Automatic,Crew Cab Pickup,2001-01-01,19.47,Ford,F-350,XLT
1904,2013 BMW 328 i,Used,"111,573 mi.",13488,Other,Black,Automatic,Sedan,2013-01-01,7.46,BMW,328,i
1905,2018 Ford Focus SE,Used,"28,418 mi.",14471,Blue,Other,Unknown,Sedan,2018-01-01,2.46,Ford,Focus,SE
1906,2019 Ford Fiesta SE,Used,"12,234 mi.",12499,Black,Black,Automatic,Sedan,2019-01-01,1.46,Ford,Fiesta,SE
1907,2007 Chevrolet Equinox LT,Used,"194,694 mi.",4588,Silver,Gray,Automatic,SUV,2007-01-01,13.47,Chevrolet,Equinox,LT
1908,2019 Ford Fiesta SE,Used,"19,828 mi.",11698,Silver,Black,Manual,Hatchback,2019-01-01,1.46,Ford,Fiesta,SE
1909,2008 Ford Focus SE,Used,"130,685 mi.",6688,White,Black,Automatic,Sedan,2008-01-01,12.47,Ford,Focus,SE
1910,2007 Nissan Murano SE,Used,"125,716 mi.",6995,Black,Gray,CVT,SUV,2007-01-01,13.47,Nissan,Murano,SE
1911,2008 Toyota Camry SE,Used,"109,885 mi.",8988,Red,Black,Automatic,Sedan,2008-01-01,12.47,Toyota,Camry,SE
1912,2003 Ford Focus SE,Used,"146,163 mi.",3388,Red,Gray,Automatic,Sedan,2003-01-01,17.47,Ford,Focus,SE
1913,2006 Ford F-150 King Ranch SuperCrew,Used,"191,996 mi.",10788,Green,Brown,Automatic,Crew Cab Pickup,2006-01-01,14.47,Ford,F-150,SuperCrew
1914,2006 GMC Envoy SLE,Used,"71,896 mi.",7995,Blue,Gray,Automatic,SUV,2006-01-01,14.47,GMC,Envoy,SLE
1915,2007 Chevrolet Cobalt LS,Used,"153,294 mi.",3995,Red,Gray,Automatic,Sedan,2007-01-01,13.47,Chevrolet,Cobalt,LS
1916,2011 Nissan Cube 1.8,Used,"155,650 mi.",5995,Beige,Black,Manual,Hatchback,2011-01-01,9.47,Nissan,Cube,1.8
1917,2012 Jeep Liberty Jet,Used,"92,386 mi.",12500,Silver,Black,Automatic,SUV,2012-01-01,8.47,Jeep,Liberty,Jet
1918,2002 Toyota Tacoma Double Cab,Used,"205,729 mi.",9990,Silver,Gray,Automatic,Crew Cab Pickup,2002-01-01,18.47,Toyota,Tacoma,Cab
1919,2012 MINI Cooper Base,Used,"117,000 mi.",6948,Gray,Black,Manual,Convertible,2012-01-01,8.47,MINI,Cooper,Base
1920,2011 Toyota Sienna XLE,Used,"135,836 mi.",11990,Green,Beige,Automatic,Minivan,2011-01-01,9.47,Toyota,Sienna,XLE
1921,2013 Chevrolet Silverado 1500 LT,Used,"137,940 mi.",12990,Black,Black,Automatic,Extended Cab Pickup,2013-01-01,7.46,Chevrolet,Silverado,LT
1922,2014 Subaru Impreza 2.0i Sport Limited,Used,"107,000 mi.",10500,Silver,Black,CVT,Hatchback,2014-01-01,6.46,Subaru,Impreza,Limited
1923,2015 Chevrolet Impala 1LS,Used,"32,275 mi.",14998,Gray,Gray,Automatic,Sedan,2015-01-01,5.46,Chevrolet,Impala,1LS
1924,2013 Chevrolet Cruze 1LT,Used,"93,434 mi.",9998,White,Gray,Automatic,Sedan,2013-01-01,7.46,Chevrolet,Cruze,1LT
1925,2011 Volkswagen Jetta SE,Used,"107,204 mi.",9599,Silver,Black,Automatic,Sedan,2011-01-01,9.47,Volkswagen,Jetta,SE
1926,2012 Volkswagen Golf TDI 2-Door,Volkswagen Certified,"49,288 mi.",11988,Silver,Black,Manual,Hatchback,2012-01-01,8.47,Volkswagen,Golf,2-Door
1927,2015 Nissan Rogue S,Used,"33,399 mi.",13920,Black,Gray,CVT,SUV,2015-01-01,5.46,Nissan,Rogue,S
1928,2019 Hyundai Elantra SEL,Used,"33,735 mi.",13300,Black,Gray,Automatic,Sedan,2019-01-01,1.46,Hyundai,Elantra,SEL
1929,2009 Lexus IS 250 Base,Used,"75,488 mi.",13988,Black,Other,Automatic,Sedan,2009-01-01,11.47,Lexus,IS,Base
1930,2018 Nissan Altima S,Used,"39,303 mi.",14599,Red,Black,CVT,Sedan,2018-01-01,2.46,Nissan,Altima,S
1931,2018 FIAT 500 Lounge,Used,"4,605 mi.",12998,White,Black,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
1932,2010 Land_Rover Range Rover Sport HSE,Used,"117,695 mi.",13900,Green,Other,Automatic,SUV,2010-01-01,10.47,Land_Rover,Range,HSE
1933,2019 Kia Optima LX,Used,"38,438 mi.",14998,Gray,Black,Automatic,Sedan,2019-01-01,1.46,Kia,Optima,LX
1934,2010 Honda Accord Crosstour EX-L,Used,"67,000 mi.",13000,White,Beige,Automatic,Wagon,2010-01-01,10.47,Honda,Accord,EX-L
1935,2014 Kia Forte EX,Used,"100,963 mi.",9599,Gray,Gray,Automatic,Sedan,2014-01-01,6.46,Kia,Forte,EX
1936,2014 Kia Sorento LX,Used,"99,314 mi.",11888,Other,Other,Automatic,SUV,2014-01-01,6.46,Kia,Sorento,LX
1937,2009 BMW 535 i,Used,"94,386 mi.",7990,Silver,Black,Automatic,Sedan,2009-01-01,11.47,BMW,535,i
1938,2019 Kia Optima LX,Used,"34,531 mi.",14977,Black,Other,Automatic,Sedan,2019-01-01,1.46,Kia,Optima,LX
1939,2018 Ford Escape SE,Used,"73,523 mi.",14888,White,Gray,Automatic,SUV,2018-01-01,2.46,Ford,Escape,SE
1940,2017 Mitsubishi Mirage G4 ES,Used,"35,074 mi.",6888,Other,Black,Manual,Sedan,2017-01-01,3.46,Mitsubishi,Mirage,ES
1941,2009 Toyota RAV4 Limited,Used,"162,083 mi.",9995,Brown,Silver,Automatic,SUV,2009-01-01,11.47,Toyota,RAV4,Limited
1942,2011 Nissan Rogue S,Used,"125,373 mi.",6995,Blue,Black,CVT,SUV,2011-01-01,9.47,Nissan,Rogue,S
1943,2007 Toyota Sequoia SR5,Used,"185,553 mi.",9970,Silver,Gray,Automatic,SUV,2007-01-01,13.47,Toyota,Sequoia,SR5
1944,2002 Honda CR-V LX,Used,"140,000 mi.",6995,Red,Beige,Automatic,SUV,2002-01-01,18.47,Honda,CR-V,LX
1945,2016 Nissan Leaf SV,Used,"22,773 mi.",12244,Silver,Black,Automatic,Hatchback,2016-01-01,4.46,Nissan,Leaf,SV
1946,2013 Honda CR-V LX,Used,"67,305 mi.",14999,Silver,Gray,Automatic,SUV,2013-01-01,7.46,Honda,CR-V,LX
1947,2008 BMW 650 i,Used,"104,263 mi.",10995,Black,Black,Automatic,Coupe,2008-01-01,12.47,BMW,650,i
1948,2003 Chevrolet Silverado 2500 LT H/D Extended Cab,Used,"169,598 mi.",13995,Red,Gray,Manual,Extended Cab Pickup,2003-01-01,17.47,Chevrolet,Silverado,Cab
1949,2011 GMC Yukon XL 1500 Denali,Used,"158,744 mi.",13995,White,Gray,Automatic,SUV,2011-01-01,9.47,GMC,Yukon,Denali
1950,2018 Volkswagen Beetle 2.0T S,Used,"41,428 mi.",13757,Blue,Black,Automatic,Hatchback,2018-01-01,2.46,Volkswagen,Beetle,S
1951,2014 Subaru Impreza 2.0i Premium,Used,"77,846 mi.",12999,White,Black,CVT,Sedan,2014-01-01,6.46,Subaru,Impreza,Premium
1952,2014 Kia Soul Base,Used,"94,750 mi.",7995,Brown,Black,Automatic,Wagon,2014-01-01,6.46,Kia,Soul,Base
1953,2013 Jeep Grand Cherokee Laredo,Used,"107,473 mi.",11795,Blue,Black,Automatic,SUV,2013-01-01,7.46,Jeep,Grand,Laredo
1954,2011 Ford F-150 XLT,Used,"154,650 mi.",12995,Gray,Gray,Automatic,Extended Cab Pickup,2011-01-01,9.47,Ford,F-150,XLT
1955,2013 Audi A6 3.0T Premium quattro,Used,"113,329 mi.",12500,Red,Brown,Automatic,Sedan,2013-01-01,7.46,Audi,A6,quattro
1956,2018 Nissan Versa 1.6 SV,Used,"41,104 mi.",9790,Blue,Gray,CVT,Sedan,2018-01-01,2.46,Nissan,Versa,SV
1957,2011 Subaru Outback 2.5i Limited,Used,"138,667 mi.",9987,Silver,Black,CVT,SUV,2011-01-01,9.47,Subaru,Outback,Limited
1958,2011 Honda Odyssey EX-L,Used,"95,052 mi.",14987,Brown,Gray,Automatic,Minivan,2011-01-01,9.47,Honda,Odyssey,EX-L
1959,2006 Subaru Outback 2.5i,Used,"169,674 mi.",6987,Blue,Beige,Automatic,Wagon,2006-01-01,14.47,Subaru,Outback,2.5i
1960,2017 Hyundai Accent SE,Used,"14,087 mi.",12599,Gray,Gray,Manual,Sedan,2017-01-01,3.46,Hyundai,Accent,SE
1961,2017 Hyundai Sonata SE,Used,"30,685 mi.",14998,White,Beige,Automatic,Sedan,2017-01-01,3.46,Hyundai,Sonata,SE
1962,2015 Toyota Prius Two,Used,"103,443 mi.",11950,Gray,Gray,CVT,Hatchback,2015-01-01,5.46,Toyota,Prius,Two
1963,2017 Volkswagen Jetta 1.4T SE,Used,"32,124 mi.",11980,Red,Black,Automatic,Sedan,2017-01-01,3.46,Volkswagen,Jetta,SE
1964,2017 Chevrolet Malibu 1LS,Used,"36,529 mi.",14998,Black,Black,Automatic,Sedan,2017-01-01,3.46,Chevrolet,Malibu,1LS
1965,2017 Volkswagen Jetta 1.4T S,Used,"29,392 mi.",13599,Black,Black,Automatic,Sedan,2017-01-01,3.46,Volkswagen,Jetta,S
1966,2010 Honda CR-V EX,Used,"134,004 mi.",10287,Gold,Beige,Automatic,SUV,2010-01-01,10.47,Honda,CR-V,EX
1967,2018 Chevrolet Malibu LT,Used,"39,601 mi.",14599,Black,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Malibu,LT
1968,2013 Cadillac CTS Premium,Used,"84,107 mi.",14989,White,Beige,Automatic,Sedan,2013-01-01,7.46,Cadillac,CTS,Premium
1969,2016 Nissan Murano S,Used,"137,050 mi.",13997,Silver,Black,CVT,SUV,2016-01-01,4.46,Nissan,Murano,S
1970,2012 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"49,727 mi.",11888,Black,Black,Automatic,Sedan,2012-01-01,8.47,Volkswagen,Passat,SE
1971,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"39,175 mi.",11988,Silver,Black,Automatic,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
1972,2014 Volkswagen Passat 2.0L TDI SE,Volkswagen Certified,"57,627 mi.",12888,Gray,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,SE
1973,2016 Toyota Corolla L,Used,"53,693 mi.",14688,Gray,Gray,Automatic,Sedan,2016-01-01,4.46,Toyota,Corolla,L
1974,2008 Honda Fit Sport,Used,"146,332 mi.",5999,Blue,Other,Automatic,Hatchback,2008-01-01,12.47,Honda,Fit,Sport
1975,2019 Ford Fiesta SE,Used,"26,752 mi.",11409,Silver,Black,Automatic,Sedan,2019-01-01,1.46,Ford,Fiesta,SE
1976,2004 Toyota Corolla CE,Used,"137,217 mi.",4997,White,Gray,Automatic,Sedan,2004-01-01,16.47,Toyota,Corolla,CE
1977,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"52,559 mi.",12988,Gray,Black,Automatic,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
1978,2011 Toyota Sienna XLE,Used,"127,063 mi.",12997,Green,Gray,Automatic,Minivan,2011-01-01,9.47,Toyota,Sienna,XLE
1979,2019 Kia Soul +,Used,"44,712 mi.",12982,Blue,Black,Automatic,Hatchback,2019-01-01,1.46,Kia,Soul,+
1980,2015 Chrysler 200 S,Used,"73,228 mi.",11779,White,Black,Automatic,Sedan,2015-01-01,5.46,Chrysler,200,S
1981,2019 Hyundai Accent SE,Used,"16,647 mi.",13995,White,Black,Automatic,Sedan,2019-01-01,1.46,Hyundai,Accent,SE
1982,2017 Toyota Yaris iA Base,Used,"20,148 mi.",12998,Red,Blue,Automatic,Sedan,2017-01-01,3.46,Toyota,Yaris,Base
1983,2014 Toyota Prius c Three,Used,"108,871 mi.",9997,Silver,Blue,CVT,Hatchback,2014-01-01,6.46,Toyota,Prius,Three
1984,2012 Dodge Journey Crew,Used,"129,770 mi.",8888,Silver,Black,Automatic,SUV,2012-01-01,8.47,Dodge,Journey,Crew
1985,2013 Toyota Camry SE,Used,"81,717 mi.",12760,Black,Other,Automatic,Sedan,2013-01-01,7.46,Toyota,Camry,SE
1986,2014 Volkswagen Passat 2.5L SE,Used,"57,202 mi.",12988,White,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,SE
1987,2012 Audi A3 2.0 TDI Premium Plus,Used,"77,236 mi.",12685,Silver,Black,Automatic,Hatchback,2012-01-01,8.47,Audi,A3,Plus
1988,2010 Ford Fusion SE,Used,"107,500 mi.",5999,Gray,Gray,Automatic,Sedan,2010-01-01,10.47,Ford,Fusion,SE
1989,2018 Nissan Altima 2.5 SV,Nissan Certified,"35,070 mi.",13888,White,Gray,CVT,Sedan,2018-01-01,2.46,Nissan,Altima,SV
1990,2012 Honda Accord EX-L,Used,"139,492 mi.",6995,Black,Black,Automatic,Sedan,2012-01-01,8.47,Honda,Accord,EX-L
1991,2003 Buick Century,Used,"112,000 mi.",2500,White,Gray,Automatic,Sedan,2003-01-01,17.47,Buick,Century,Century
1992,2001 Subaru Outback,Used,"161,484 mi.",2500,Red,Beige,Manual,Wagon,2001-01-01,19.47,Subaru,Outback,Outback
1993,2017 Hyundai Elantra Limited,Used,"39,915 mi.",14495,Black,Gray,Automatic,Sedan,2017-01-01,3.46,Hyundai,Elantra,Limited
1994,2017 Volkswagen Passat 1.8T S,Used,"24,893 mi.",13995,Gray,Black,Automatic,Sedan,2017-01-01,3.46,Volkswagen,Passat,S
1995,2005 Chevrolet Impala Base,Used,"96,926 mi.",2500,Red,Gray,Automatic,Sedan,2005-01-01,15.47,Chevrolet,Impala,Base
1996,2007 Mercury Mountaineer,Used,"164,759 mi.",3000,Other,Other,Automatic,SUV,2007-01-01,13.47,Mercury,Mountaineer,Mountaineer
1997,2008 Acura TL,Used,"136,212 mi.",6990,Blue,Beige,Automatic,Sedan,2008-01-01,12.47,Acura,TL,TL
1998,2016 Mazda Mazda3 i Sport,Used,"58,499 mi.",12998,Red,Black,Automatic,Sedan,2016-01-01,4.46,Mazda,Mazda3,Sport
1999,2007 Mazda CX-7 Grand Touring,Used,"129,261 mi.",6995,Black,Black,Automatic,SUV,2007-01-01,13.47,Mazda,CX-7,Touring
2000,2013 Nissan Leaf S,Used,"48,459 mi.",6500,White,Gray,Automatic,Hatchback,2013-01-01,7.46,Nissan,Leaf,S
2001,2015 Nissan Leaf SV,Nissan Certified,"53,251 mi.",10721,Gray,Gray,Automatic,Hatchback,2015-01-01,5.46,Nissan,Leaf,SV
2002,2017 Nissan Leaf S,Nissan Certified,"34,468 mi.",11921,Gray,Black,Automatic,Hatchback,2017-01-01,3.46,Nissan,Leaf,S
2003,2015 Jeep Cherokee Latitude,Used,"89,000 mi.",13900,Black,Black,Automanual,SUV,2015-01-01,5.46,Jeep,Cherokee,Latitude
2004,2004 GMC Sierra 1500 SLT Crew Cab,Used,"267,734 mi.",3400,Black,Black,Automatic,Crew Cab Pickup,2004-01-01,16.47,GMC,Sierra,Cab
2005,2003 Volkswagen Passat GL,Used,"204,814 mi.",1888,Red,Gray,Automatic,Sedan,2003-01-01,17.47,Volkswagen,Passat,GL
2006,2013 Kia Soul Base,Used,"161,556 mi.",5995,Black,Black,Automatic,Wagon,2013-01-01,7.46,Kia,Soul,Base
2007,2008 Dodge Avenger SE,Used,"148,297 mi.",3888,Gray,Gray,Automatic,Sedan,2008-01-01,12.47,Dodge,Avenger,SE
2008,2009 Toyota Matrix S,Used,"131,610 mi.",6991,Black,Black,Automatic,Hatchback,2009-01-01,11.47,Toyota,Matrix,S
2009,2010 Toyota Corolla,Used,"154,194 mi.",6495,Gray,Gray,Automatic,Sedan,2010-01-01,10.47,Toyota,Corolla,Corolla
2010,2018 Kia Rio LX,Used,"25,564 mi.",13530,Silver,Black,Automatic,Sedan,2018-01-01,2.46,Kia,Rio,LX
2011,2007 Land_Rover Range Rover Sport Supercharged,Used,"192,012 mi.",8988,Black,Black,Automatic,SUV,2007-01-01,13.47,Land_Rover,Range,Supercharged
2012,2017 Ford Fusion Hybrid SE,Used,"54,317 mi.",14761,White,Black,CVT,Sedan,2017-01-01,3.46,Ford,Fusion,SE
2013,2005 Jeep Liberty Renegade,Used,"132,108 mi.",6995,Silver,Gray,Automatic,SUV,2005-01-01,15.47,Jeep,Liberty,Renegade
2014,2014 Ford Explorer XLT,Used,"121,053 mi.",13988,Gray,Black,Automatic,SUV,2014-01-01,6.46,Ford,Explorer,XLT
2015,2007 Subaru Outback 2.5i,Used,"173,998 mi.",6988,Green,Beige,Manual,Wagon,2007-01-01,13.47,Subaru,Outback,2.5i
2016,2017 Chevrolet Spark 1LT,Used,"23,666 mi.",10988,Silver,Black,CVT,Hatchback,2017-01-01,3.46,Chevrolet,Spark,1LT
2017,2009 Mercury Mariner,Used,"125,152 mi.",6995,Red,Black,Automatic,SUV,2009-01-01,11.47,Mercury,Mariner,Mariner
2018,2012 Ford Transit Connect XL,Used,"125,748 mi.",11488,White,Gray,Automatic,Cargo Van,2012-01-01,8.47,Ford,Transit,XL
2019,2007 Honda CR-V EX-L,Used,"128,063 mi.",8988,Blue,Gray,Automatic,SUV,2007-01-01,13.47,Honda,CR-V,EX-L
2020,2004 Chevrolet Silverado 2500 LT H/D Crew Cab,Used,"318,006 mi.",10188,Black,Gray,Automatic,Crew Cab Pickup,2004-01-01,16.47,Chevrolet,Silverado,Cab
2021,2011 Dodge Avenger Express,Used,"148,503 mi.",5995,Black,Black,Automatic,Sedan,2011-01-01,9.47,Dodge,Avenger,Express
2022,2007 Toyota Camry SE,Used,"125,527 mi.",7988,Red,Black,Manual,Sedan,2007-01-01,13.47,Toyota,Camry,SE
2023,2007 GMC Acadia SLT-2,Used,"149,488 mi.",8788,Blue,Beige,Automatic,SUV,2007-01-01,13.47,GMC,Acadia,SLT-2
2024,2008 Ford Focus SE,Used,"153,607 mi.",3995,Other,Other,Automatic,Sedan,2008-01-01,12.47,Ford,Focus,SE
2025,2008 Nissan Rogue SL,Used,"129,397 mi.",6995,Other,Gray,CVT,SUV,2008-01-01,12.47,Nissan,Rogue,SL
2026,2005 Volvo XC90 T6,Used,"145,726 mi.",5995,Silver,Gray,Automatic,SUV,2005-01-01,15.47,Volvo,XC90,T6
2027,2014 BMW X3 xDrive28i,Used,"100,491 mi.",15000,Black,Other,Automatic,SUV,2014-01-01,6.46,BMW,X3,xDrive28i
2028,2007 Volkswagen New Beetle 2.5,Used,"106,411 mi.",4900,Yellow,Black,Automatic,Hatchback,2007-01-01,13.47,Volkswagen,New,2.5
2029,2009 Subaru Forester 2.5X,Used,"151,249 mi.",6995,Green,Gray,Automatic,SUV,2009-01-01,11.47,Subaru,Forester,2.5X
2030,2005 Cadillac DeVille,Used,"93,065 mi.",4995,Other,Other,Automatic,Sedan,2005-01-01,15.47,Cadillac,DeVille,DeVille
2031,2010 Mercedes-Benz GL 350 BlueTEC,Used,"100,088 mi.",13000,Silver,Black,Automatic,SUV,2010-01-01,10.47,Mercedes-Benz,GL,BlueTEC
2032,2006 MINI Cooper,Used,"133,700 mi.",6750,Blue,Other,Manual,Hatchback,2006-01-01,14.47,MINI,Cooper,Cooper
2033,2011 BMW 328 i xDrive,Used,"89,400 mi.",6900,Gray,Black,Automanual,Coupe,2011-01-01,9.47,BMW,328,xDrive
2034,2011 Audi Q7 3.0T Premium,Used,"105,333 mi.",12000,Gray,Black,Automatic,SUV,2011-01-01,9.47,Audi,Q7,Premium
2035,2017 Ford Fusion SE,Used,"49,577 mi.",12980,Red,Gray,Automatic,Sedan,2017-01-01,3.46,Ford,Fusion,SE
2036,2012 Volkswagen Beetle 2.0T,Used,"58,766 mi.",12998,Gray,Black,Automatic,Hatchback,2012-01-01,8.47,Volkswagen,Beetle,2.0T
2037,2014 Hyundai Accent GS,Used,"78,228 mi.",9599,White,Gray,Manual,Hatchback,2014-01-01,6.46,Hyundai,Accent,GS
2038,2014 Nissan Rogue Select S,Used,"32,000 mi.",13000,Gray,Black,Automanual,SUV,2014-01-01,6.46,Nissan,Rogue,S
2039,2016 Nissan Sentra SR,Used,"46,300 mi.",12310,Red,Gray,CVT,Sedan,2016-01-01,4.46,Nissan,Sentra,SR
2040,2005 Volvo S60 R,Used,"73,000 mi.",5899,Blue,Other,Automatic,Sedan,2005-01-01,15.47,Volvo,S60,R
2041,2010 Subaru Outback 3.6R Limited,Used,"113,501 mi.",12900,Silver,Black,Automatic,SUV,2010-01-01,10.47,Subaru,Outback,Limited
2042,2010 Honda Insight EX,Used,"123,295 mi.",5400,Silver,Gray,CVT,Hatchback,2010-01-01,10.47,Honda,Insight,EX
2043,2011 MINI Cooper Clubman Base,Used,"74,709 mi.",9998,Red,Black,Manual,Wagon,2011-01-01,9.47,MINI,Cooper,Base
2044,2010 Ford Flex Limited,Used,"139,198 mi.",7977,Black,Other,Automatic,SUV,2010-01-01,10.47,Ford,Flex,Limited
2045,2007 BMW 328 xi,Used,"94,500 mi.",7495,Black,Black,Automatic,Sedan,2007-01-01,13.47,BMW,328,xi
2046,2006 MINI Cooper,Used,"60,046 mi.",5977,Red,Other,CVT,Hatchback,2006-01-01,14.47,MINI,Cooper,Cooper
2047,2010 Toyota Corolla LE,Used,"70,510 mi.",8595,Silver,Silver,Automatic,Sedan,2010-01-01,10.47,Toyota,Corolla,LE
2048,2017 Jeep Patriot Sport,Used,"108,828 mi.",10888,Other,Other,Automatic,SUV,2017-01-01,3.46,Jeep,Patriot,Sport
2049,2004 Jeep Grand Cherokee Laredo,Used,"151,880 mi.",4477,White,Other,Automatic,SUV,2004-01-01,16.47,Jeep,Grand,Laredo
2050,2012 Jeep Compass Latitude,Used,"130,072 mi.",8977,Black,Other,CVT,SUV,2012-01-01,8.47,Jeep,Compass,Latitude
2051,2004 Nissan Xterra XE-V6,Used,"115,000 mi.",7495,Green,Gray,Automatic,SUV,2004-01-01,16.47,Nissan,Xterra,XE-V6
2052,2005 Toyota Prius,Used,"130,000 mi.",5495,White,Gray,CVT,Hatchback,2005-01-01,15.47,Toyota,Prius,Prius
