,Name,Stocktype,Mileage (Miles),Price,Ext_color,Int_color,Transmission,Drivetrain
277,2010 Lexus RX 350 Base,Used,"150,103 mi.","$9,795",Gray,Beige,Automatic,AWD
278,2017 Volkswagen Passat 1.8T SE w/Technology,Used,"44,045 mi.","$13,695",Gray,Black,Automatic,FWD
279,2018 Hyundai Elantra SE,Used,"33,399 mi.","$12,645",White,Gray,Automatic,FWD
280,2014 Hyundai Sonata Hybrid Base,Used,"75,618 mi.","$10,334",Silver,Gray,Automatic,FWD
281,2016 Chrysler Town & Country Touring,Used,"73,773 mi.","$14,998",Black,Black,Automatic,FWD
282,2012 Hyundai Veloster Base,Used,"100,836 mi.","$7,545",Blue,Black,Automatic,FWD
283,2014 Nissan Rogue SV,Used,"52,675 mi.","$13,995",Silver,Gray,CVT,AWD
284,2009 BMW X6 xDrive50i,Used,"82,330 mi.","$13,988",Gray,Beige,Automatic,AWD
285,2019 Chevrolet Cruze LT,Used,"34,184 mi.","$13,941",Silver,Black,Automatic,FWD
286,2015 Chrysler 200 Limited,Used,"71,082 mi.","$11,600",Red,Black,Automatic,FWD
287,2018 Nissan Sentra S,Used,"25,435 mi.","$13,499",Black,Gray,CVT,FWD
288,2013 Ford Escape SEL,Used,"60,057 mi.","$13,977",Black,Black,Automatic,drive
289,2011 Ford Escape XLT,Used,"137,288 mi.","$6,990",Gray,Other,Automatic,FWD
290,2014 Dodge Dart SXT,Used,"49,832 mi.","$8,990",Red,Black,Automatic,FWD
291,2015 Nissan Altima 2.5 S,Used,"87,817 mi.","$9,990",Red,Gray,CVT,FWD
292,2009 Nissan Titan PRO-4X,Used,"78,060 mi.","$14,990",White,Gray,Automatic,drive
293,2017 Chevrolet Equinox 2FL,Used,"61,011 mi.","$14,890",Black,Black,Automatic,AWD
294,2014 Hyundai Elantra SE,Used,"59,207 mi.","$11,998",Black,Gray,Automatic,FWD
295,2015 Nissan Altima 2.5 S,Used,"62,649 mi.","$11,998",Red,Black,CVT,FWD
296,2010 Chevrolet Equinox LT,Used,"115,403 mi.","$7,995",Black,Black,Automatic,AWD
297,2018 FIAT 500 Lounge,Used,"3,380 mi.","$13,998",White,Black,Automatic,FWD
298,2016 Ford Fusion SE,Used,"46,643 mi.","$12,998",Gray,Beige,Automatic,FWD
299,2017 Volkswagen Passat 1.8T R-Line,Used,"27,620 mi.","$14,998",Gray,Black,Automatic,FWD
300,2013 Ford Flex SEL,Used,"94,419 mi.","$14,757",Red,Black,Automatic,AWD
301,2014 Ford Focus SE,Used,"46,715 mi.","$8,773",Blue,Black,Manual,FWD
302,2016 Subaru Outback 2.5i Limited,Used,"41,762 mi.","$14,991",Blue,White,CVT,AWD
303,2012 Volkswagen Jetta SportWagen TDI,Used,"69,074 mi.","$7,991",Silver,Black,Automatic,FWD
304,2007 MINI Cooper S,Used,"56,000 mi.","$6,999",Green,Black,Automatic,FWD
305,2003 Saab 9-3 SE,Used,"103,453 mi.","$4,995",Silver,Black,Automatic,FWD
306,2005 INFINITI G35 Base,Used,"162,930 mi.","$4,995",Blue,Beige,Automatic,RWD
307,2017 Hyundai Sonata Base,Used,"76,414 mi.","$10,995",Silver,Gray,Automatic,FWD
308,2014 Hyundai Sonata GLS,Used,"100,854 mi.","$9,995",Blue,Gray,Automatic,FWD
309,2010 Honda Fit Sport,Used,"71,547 mi.","$9,988",Red,Gray,Automatic,FWD
310,2015 Kia Forte LX,Used,"73,509 mi.","$9,988",White,Black,Automatic,FWD
311,2009 Volkswagen Jetta Wolfsburg Edition,Used,"89,075 mi.","$6,995",Black,Gray,Automatic,FWD
312,2002 Toyota Sienna LE,Used,"60,279 mi.","$7,988",Silver,Gray,Automatic,FWD
313,1990 Toyota Pickup SR5,Used,"280,076 mi.","$7,988",Black,Gray,Manual,drive
314,2012 Chevrolet Impala LT,Used,"50,673 mi.","$9,688",Black,Black,Automatic,FWD
315,2018 Nissan Sentra S,Used,"50,300 mi.","$10,744",Silver,Black,CVT,FWD
316,2019 Nissan Sentra S,Used,"17,880 mi.","$13,732",Silver,Black,CVT,FWD
317,2007 Dodge Caliber Base,Used,"98,762 mi.","$4,450",Red,Black,CVT,FWD
318,2016 Ford Fusion SE,Used,"85,122 mi.","$11,750",Other,Other,Automatic,FWD
319,2016 Kia Optima LX,Used,"52,537 mi.","$11,475",Black,Black,Automatic,FWD
320,2013 Acura ILX 2.0L,Used,"49,113 mi.","$13,491",Black,Black,Automatic,FWD
321,2014 Ford Focus Titanium,Used,"81,843 mi.","$8,990",Black,Black,Automatic,FWD
322,2007 Cadillac Escalade,Used,"148,639 mi.","$9,991",Brown,Brown,Automatic,AWD
323,2014 Dodge Dart AERO,Used,"61,954 mi.","$10,599",Silver,Black,Automatic,FWD
324,2019 Hyundai Elantra SEL,Used,"36,450 mi.","$13,330",White,Black,Automatic,FWD
325,2019 Hyundai Accent SE,Used,"33,820 mi.","$11,730",Silver,Black,Automatic,FWD
326,2011 Chevrolet Malibu LT,Used,"72,198 mi.","$6,991",Blue,Black,Automatic,FWD
327,2013 Ford Taurus SE,Used,"58,550 mi.","$7,900",White,Beige,Automatic,FWD
328,2015 Nissan Leaf SL,Used,"84,187 mi.","$7,599",Red,Other,Automatic,FWD
329,2017 Nissan Rogue SV,Used,"47,619 mi.","$14,950",Silver,Gray,CVT,FWD
330,2019 Kia Forte LXS,Used,"11,902 mi.","$14,780",Red,Black,CVT,FWD
331,2011 Lexus ES 350 Base,Used,"60,083 mi.","$11,950",Brown,Beige,Automatic,FWD
332,2013 Ford Fusion Hybrid SE,Used,"32,369 mi.","$12,998",Silver,Black,CVT,FWD
333,2008 BMW 528 i,Used,"47,958 mi.","$14,999",Black,Black,Automatic,RWD
334,2015 Chevrolet Malibu 2LT,Used,"61,037 mi.","$11,990",Beige,Brown,Automatic,FWD
335,2015 Toyota Yaris LE,Used,"73,149 mi.","$11,460",Other,Other,Automatic,FWD
336,2017 FIAT 500e Battery Electric,Used,"12,546 mi.","$7,888",Other,Black,Automatic,FWD
337,2008 Ford Escape XLT,Used,"99,312 mi.","$6,495",Brown,Beige,Automatic,drive
338,2016 Ford Fusion Titanium,Used,"68,470 mi.","$12,995",White,Beige,Automatic,FWD
339,2017 Kia Forte LX,Used,"35,310 mi.","$9,995",White,Gray,Automatic,FWD
340,2017 FIAT 500e Battery Electric,Used,"24,250 mi.","$8,588",White,Black,Automatic,FWD
341,2013 Ford Flex SEL,Used,"100,282 mi.","$10,995",Gray,Black,Automatic,AWD
342,2016 Ford Fusion SE,Used,"39,901 mi.","$12,995",White,Black,Automatic,FWD
343,2013 Scion FR-S SPOILER DELETE 2 OWNERS,Used,"117,472 mi.","$12,995",Silver,Gray,Manual,RWD
344,2011 Mercedes-Benz ML 350 4MATIC,Used,"138,817 mi.","$8,995",White,Black,Automatic,AWD
345,2016 Ford Fusion SE,Used,"42,648 mi.","$12,884",Black,Other,Automatic,FWD
346,2016 Ford Fusion SE,Used,"79,459 mi.","$9,995",Silver,Other,Automatic,FWD
347,2014 INFINITI QX60 Base,Used,"93,165 mi.","$14,790",Black,Gray,CVT,AWD
348,2018 Kia Optima LX,Used,"48,529 mi.","$12,790",White,Black,Automatic,FWD
349,2014 Ford Fusion Hybrid SE,Used,"114,664 mi.","$8,990",Gray,Black,CVT,FWD
350,2018 FIAT 500 Lounge,Used,"6,122 mi.","$12,990",White,Black,Automatic,FWD
351,2016 Buick Encore Base,Used,"35,989 mi.","$12,990",Gray,Black,Automatic,FWD
352,2015 Kia Soul Base,Used,"22,555 mi.","$9,988",Brown,Other,Automatic,FWD
353,2017 FIAT 500e Battery Electric,Used,"30,797 mi.","$7,990",White,Black,Automatic,FWD
354,2019 Nissan Rogue Sport S,Used,"20,943 mi.","$14,990",Blue,Gray,CVT,FWD
355,2010 Cadillac CTS Premium,Used,"139,187 mi.","$7,890",Gray,Black,Automatic,RWD
356,2011 Buick Regal CXL-1XL,Used,"56,079 mi.","$8,900",Blue,Black,Automatic,FWD
357,2013 Lincoln MKZ Hybrid Base,Used,"58,283 mi.","$14,283",Red,Other,CVT,FWD
358,2012 Chrysler 200 Touring,Used,"64,189 mi.","$8,987",Blue,Other,Automatic,FWD
359,2012 Toyota Prius Two,Used,"58,322 mi.","$12,890",Blue,Gray,CVT,FWD
360,2014 Toyota RAV4 LE,Used,"114,918 mi.","$11,500",Gray,Gray,Automatic,FWD
361,2015 Dodge Grand Caravan SXT,Used,"53,638 mi.","$13,620",Black,Black,Automatic,FWD
362,2012 Honda Fit Sport,Used,"57,227 mi.","$10,998",Orange,Black,Automatic,FWD
363,2014 Ford Fusion SE,Used,"85,125 mi.","$9,596",Blue,Black,Automatic,FWD
364,2011 Volkswagen Jetta SportWagen SE,Used,"81,619 mi.","$8,500",Black,Black,Automatic,FWD
365,2014 Chevrolet Impala 2LT,Used,"86,744 mi.","$12,126",White,Black,Automatic,FWD
366,2006 Audi A4 2.0T quattro,Used,"84,021 mi.","$6,991",Other,Gray,Automatic,AWD
367,2017 FIAT 500 Pop,Used,"30,088 mi.","$8,988",White,Black,Automatic,FWD
368,2014 Dodge Dart SE,Used,"78,234 mi.","$7,945",Gray,Black,Automatic,FWD
369,2014 Volkswagen Passat 2.0L TDI SE,Volkswagen Certified,"39,932 mi.","$13,788",White,Black,Automatic,FWD
370,2013 Audi allroad 2.0T Premium quattro,Used,"94,212 mi.","$13,587",White,Black,Automatic,AWD
371,2014 Nissan Rogue SV,Used,"78,949 mi.","$12,997",Red,Gray,CVT,AWD
372,2012 Scion iQ Base,Used,"73,255 mi.","$7,499",Black,Black,CVT,FWD
373,2012 Honda Civic LX,Used,"47,930 mi.","$10,600",White,Gray,Automatic,FWD
374,2013 Volvo S60 T5 Premier,Used,"56,421 mi.","$12,500",Brown,Black,Automatic,AWD
375,2012 Volkswagen Jetta SportWagen TDI,Used,"57,872 mi.","$11,880",White,Black,Automatic,FWD
376,2016 smart ForTwo Passion,Used,"30,011 mi.","$9,525",Yellow,Black,Automatic,RWD
377,2012 Honda Accord EX-L,Used,"70,333 mi.","$10,963",Black,Black,Automatic,FWD
378,2002 Ford Focus SE,Used,"216,243 mi.","$1,000",Gray,Black,Automanual,drive
379,2014 Ford Fusion SE,Used,"116,579 mi.","$7,999",Blue,Black,Automatic,FWD
380,2013 Chrysler 200 Touring,Used,"106,820 mi.","$6,999",Red,Black,Automatic,FWD
381,2012 Jeep Liberty Limited,Used,"87,916 mi.","$11,999",Gray,Gray,Automatic,drive
382,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"41,472 mi.","$11,490",Silver,Black,Manual,FWD
383,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"67,925 mi.","$9,990",Gray,Black,Manual,FWD
384,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"39,203 mi.","$9,990",Silver,Beige,Manual,FWD
385,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"52,711 mi.","$11,990",Silver,Beige,Automatic,FWD
386,2011 Mercedes-Benz C 300,Used,"105,155 mi.","$9,990",Other,Other,Automatic,AWD
387,2018 Hyundai Elantra SEL,Used,"43,644 mi.","$11,990",Blue,Gray,Automatic,FWD
388,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"52,549 mi.","$10,990",Black,Black,Manual,FWD
389,2013 Volkswagen Passat 2.0 TDI SEL Premium,Used,"85,761 mi.","$8,990",Black,Beige,Automatic,FWD
390,2010 Jeep Grand Cherokee Laredo,Used,"86,010 mi.","$10,990",Silver,Gray,Automatic,drive
391,2012 Acura MDX 3.7L,Used,"149,713 mi.","$10,990",Gray,Beige,Automatic,AWD
392,2019 Volkswagen Jetta 1.4T S,Volkswagen Certified,"30,169 mi.","$14,990",Blue,Black,Automatic,FWD
393,2011 INFINITI FX35 Base,Used,"95,821 mi.","$13,990",Black,Gray,Automatic,AWD
394,2015 Toyota Yaris L,Used,"74,263 mi.","$8,990",Black,Black,Automatic,FWD
395,2018 Dodge Grand Caravan SXT,Used,"52,129 mi.","$14,990",White,Black,Automatic,FWD
396,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"64,672 mi.","$9,990",Gray,Black,Manual,FWD
397,2011 Hyundai Sonata GLS,Used,"140,675 mi.","$5,990",Beige,Beige,Automatic,FWD
398,2011 Chevrolet Cruze LT,Used,"61,884 mi.","$10,998",Gray,Black,Automatic,FWD
399,2016 Mazda Mazda6 i Sport,Used,"63,410 mi.","$13,599",Red,Black,Automatic,FWD
400,2012 Audi A3 2.0T Premium,Used,"83,098 mi.","$10,518",Silver,Black,Automatic,AWD
401,2016 Ford Fusion SE,Used,"82,713 mi.","$9,979",Blue,Black,Automatic,FWD
402,2014 Hyundai Sonata Limited,Used,"91,140 mi.","$10,953",Blue,Gray,Automatic,FWD
403,2011 Subaru Forester 2.5X Limited,Used,"82,989 mi.","$9,491",Silver,Black,Automatic,AWD
404,2013 Honda CR-V EX-L w/Navigation,Used,"65,299 mi.","$12,991",Brown,Black,Automatic,AWD
405,2017 Subaru Impreza 2.0i,Used,"3,944 mi.","$13,991",White,Black,CVT,AWD
406,2015 Chevrolet Express 2500 LT,Used,"50,048 mi.","$14,991",White,Gray,Automatic,RWD
407,2008 Mercedes-Benz R 350 4MATIC,Used,"194,291 mi.","$4,995",Black,Black,Automatic,AWD
408,2011 Jeep Grand Cherokee Laredo,Used,"131,950 mi.","$10,777",White,Gray,Automatic,drive
409,2011 Ford Ranger Sport,Used,"85,143 mi.","$15,000",Gray,Gray,Unknown,drive
410,2008 BMW 750 Li,Used,"118,875 mi.","$8,995",Red,Beige,Automatic,RWD
411,2008 Kia Optima LX,Used,"71,217 mi.","$3,888",Silver,Gray,Manual,FWD
412,2012 Chrysler 300C Base,Used,"104,152 mi.","$11,495",Silver,Black,Automatic,RWD
413,2003 Hummer H2,Used,"106,270 mi.","$13,995",Orange,Gray,Automatic,drive
414,2016 Dodge Dart SE,Used,"29,273 mi.","$10,000",White,Black,Manual,FWD
415,2009 Dodge Grand Caravan SE,Used,"165,821 mi.","$4,995",White,Black,Automatic,FWD
416,2007 Chevrolet Tahoe LT,Used,"109,018 mi.","$13,988",Silver,Black,Automatic,drive
417,2014 Chrysler Town & Country Touring,Used,"86,759 mi.","$10,995",Blue,Black,Automatic,FWD
418,2018 Nissan Sentra S,Used,"33,668 mi.","$11,453",Blue,Gray,CVT,FWD
419,2013 Ford Escape SE,Used,"118,874 mi.","$8,995",Black,Gray,Automatic,drive
420,2011 Ford Fusion SEL,Used,"115,558 mi.","$6,995",Purple,Gray,Automatic,FWD
421,2009 Subaru Forester 2.5X,Used,"115,385 mi.","$7,995",Other,Other,Automatic,AWD
422,2004 Ford Ranger XL,Used,"77,029 mi.","$7,995",Other,Other,Manual,RWD
423,2013 Dodge Grand Caravan SE,Used,"115,695 mi.","$7,995",White,Gray,Automatic,FWD
424,2004 Nissan Frontier XE-V6,Used,"133,780 mi.","$8,995",Other,Gray,Manual,drive
425,2001 Chevrolet Monte Carlo LS,Used,"39,796 mi.","$6,995",Silver,Gray,Automatic,FWD
426,2012 Mazda MazdaSpeed3 Touring,Used,"95,963 mi.","$11,775",Silver,Black,Manual,FWD
427,2016 Volkswagen Jetta 1.8T Sport,Used,"62,126 mi.","$12,591",Black,Black,Manual,FWD
428,2017 Chevrolet Equinox LS,Used,"78,391 mi.","$12,475",Silver,Black,Automatic,AWD
429,2006 Kia Sedona LX,Used,"137,135 mi.","$3,990",Red,Other,Automatic,FWD
430,2011 Dodge Durango Citadel,Used,"121,828 mi.","$14,491",White,Black,Automatic,AWD
431,2014 Volkswagen CC VR6 Executive 4Motion,Used,"95,341 mi.","$11,000",Black,Black,Automatic,AWD
432,2012 INFINITI G37 Journey,Used,"86,439 mi.","$11,500",Black,Gray,Automatic,RWD
433,2013 Volvo XC90 3.2 R-Design,Used,"173,163 mi.","$10,500",White,Other,Automatic,AWD
434,2007 Scion tC Base,Used,"184,777 mi.","$4,499",White,Black,Automatic,FWD
435,2017 Kia Sportage LX,Used,"34,098 mi.","$14,520",Red,Gray,Automatic,FWD
436,2020 Mitsubishi Mirage ES,New,NA,"$13,535",Orange,Other,Unknown,FWD
437,2015 Nissan Juke NISMO,Used,"54,987 mi.","$13,900",Black,Gray,CVT,AWD
438,2017 Nissan Sentra SV,Used,"25,989 mi.","$12,610",Silver,Gray,CVT,FWD
439,2015 Chrysler 200 C,Used,"53,437 mi.","$12,950",White,Black,Automatic,AWD
440,2012 Jeep Grand Cherokee Limited,Used,"123,798 mi.","$13,999",Blue,Black,Automatic,drive
441,2015 Scion tC RELEASE SERIES,Used,"44,500 mi.","$13,600",White,Gray,Automatic,FWD
442,2017 Chevrolet Cruze LT,Used,"44,578 mi.","$11,950",Silver,Black,Automatic,FWD
443,2011 BMW X5 xDrive35i Premium,Used,"98,418 mi.","$13,890",Gray,Black,Automatic,AWD
444,2012 Audi A5 2.0T Premium Plus quattro,Used,"84,477 mi.","$12,890",Gray,Gray,Automatic,AWD
445,2018 Chevrolet Cruze LT,Used,"39,092 mi.","$12,888",Other,Other,Automatic,FWD
446,2013 Nissan Altima 2.5 S,Used,"125,754 mi.","$7,995",Black,Black,CVT,FWD
447,2008 MINI Cooper S,Used,"76,708 mi.","$8,495",Red,Black,Manual,FWD
448,2011 Audi A5 2.0T Premium Plus quattro,Used,"85,196 mi.","$12,995",White,Black,Automatic,AWD
449,2016 Chrysler 200 Limited,Used,"61,146 mi.","$10,908",Gray,Black,Automatic,FWD
450,2002 Chevrolet Astro 111 WB,Used,"82,000 mi.","$8,995",White,Gray,Automatic,RWD
451,2010 Chevrolet Express 3500 LT,Used,"110,000 mi.","$11,995",White,Gray,Automatic,RWD
452,2017 Dodge Grand Caravan SXT,Used,"57,470 mi.","$14,495",Black,Black,Automatic,FWD
453,2016 Chevrolet Impala LS,Used,"82,197 mi.","$11,995",Silver,Other,Automatic,FWD
454,2013 Volkswagen Passat 2.0 TDI SEL Premium,Used,"79,471 mi.","$9,236",Gray,Black,Automatic,FWD
455,2015 Ford Fusion Titanium,Used,"59,922 mi.","$13,990",Gray,Black,Automatic,AWD
456,2012 Mazda CX-9 Touring,Used,"68,754 mi.","$12,995",Blue,Gray,Automatic,AWD
457,2016 Nissan Sentra S,Used,"67,438 mi.","$8,990",Silver,Gray,CVT,FWD
458,2015 Kia Soul Base,Used,"51,813 mi.","$9,390",Gray,Gray,Automatic,FWD
459,2012 Acura TL 3.5,Used,"40,000 mi.","$12,000",Black,Black,Automanual,FWD
460,2016 Hyundai Elantra SE,Used,"81,066 mi.","$9,987",Black,Gray,Automatic,FWD
461,2014 Kia Soul !,Used,"66,140 mi.","$10,990",Blue,Black,Automatic,FWD
462,2015 Ford Taurus Limited,Used,"62,119 mi.","$12,990",Silver,Black,Automatic,FWD
463,2017 Ford Focus SE,Used,"45,019 mi.","$9,990",Silver,Black,Automatic,FWD
464,2018 Chevrolet Malibu LT,Used,"71,712 mi.","$11,790",White,Black,Automatic,FWD
465,2015 Dodge Dart SXT,Used,"49,817 mi.","$13,599",Black,Black,Automatic,FWD
466,2015 Nissan Juke NISMO,Used,"57,792 mi.","$14,795",White,Other,CVT,AWD
467,2014 Honda Odyssey EX,Used,"88,057 mi.","$13,993",Gray,Beige,Automatic,FWD
468,2016 Volkswagen Jetta 1.4T S,Used,"62,291 mi.","$9,754",White,Beige,Automatic,FWD
469,2016 Volkswagen Jetta 2.0L S,Used,"53,698 mi.","$11,599",Gray,Black,Automatic,FWD
470,2017 Toyota Corolla iM Base,Used,"17,373 mi.","$14,795",White,Black,CVT,FWD
471,2011 BMW X5 xDrive35i,Used,"95,553 mi.","$12,997",Black,Beige,Automatic,AWD
472,2014 Ford Focus SE,Used,"80,796 mi.","$7,322",Black,Black,Automatic,FWD
473,2010 Toyota Prius I,Used,"105,905 mi.","$8,495",Silver,Gray,CVT,FWD
474,2010 Volkswagen CC Sport,Used,"95,439 mi.","$6,921",Silver,Black,Manual,FWD
475,2011 Chevrolet Traverse LTZ,Used,"122,646 mi.","$10,759",Silver,Gray,Automatic,AWD
476,2013 BMW 528 i xDrive,Used,"72,858 mi.","$13,695",Brown,Black,Automatic,AWD
477,2018 Dodge Journey SE,Used,"36,526 mi.","$12,958",Red,Black,Automatic,FWD
478,2013 Ford Fiesta SE,Used,"58,482 mi.","$5,980",Black,Black,Manual,FWD
479,2005 Scion xB,Used,"100,565 mi.","$6,489",Blue,Other,Manual,FWD
480,2011 Mazda Mazda6 i Touring,Used,"118,835 mi.","$6,995",Black,Black,Automatic,FWD
481,2012 Mercedes-Benz GLK 350 4MATIC,Used,"114,011 mi.","$11,900",Silver,Black,Automatic,AWD
482,2010 Acura TL 3.7,Used,"113,768 mi.","$9,945",Other,Other,Automatic,AWD
483,2013 Volkswagen Beetle 2.0L TDI,Used,"37,262 mi.","$13,950",Black,Beige,Automatic,FWD
484,2015 Chrysler 200 Limited,Used,"60,379 mi.","$10,990",Gray,Black,Automatic,FWD
485,2013 Volkswagen Passat 2.0 TDI SEL Premium,Used,"80,455 mi.","$9,990",Black,Black,Automatic,FWD
486,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"68,950 mi.","$9,990",Blue,Beige,Automatic,FWD
487,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"60,018 mi.","$9,990",White,Beige,Manual,FWD
488,2016 Jeep Cherokee Latitude,Used,"65,394 mi.","$14,990",Black,Black,Automatic,drive
489,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"56,238 mi.","$10,990",White,Black,Manual,FWD
490,2014 Cadillac ATS 2.5L,Used,"80,170 mi.","$10,990",Black,Black,Automatic,RWD
491,2010 Mazda Mazda3 i Sport,Used,"106,373 mi.","$6,990",Silver,Black,Automatic,FWD
492,2013 Volkswagen Jetta TDI,Volkswagen Certified,"46,530 mi.","$10,490",Black,Beige,Automatic,FWD
493,2013 Volkswagen Passat 2.0 TDI SEL Premium,Used,"80,574 mi.","$8,990",Black,Beige,Automatic,FWD
494,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"58,255 mi.","$10,990",White,Beige,Manual,FWD
495,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"51,059 mi.","$10,490",Black,Beige,Automatic,FWD
496,2014 Hyundai Sonata GLS,Used,"66,144 mi.","$10,990",Blue,Gray,Automatic,FWD
497,2010 Chevrolet Impala LT,Used,"112,096 mi.","$5,995",Blue,Gray,Automatic,FWD
498,2007 Chevrolet Suburban LT,Used,"189,934 mi.","$8,995",Beige,Black,Automatic,drive
499,2017 Mazda Mazda3 Sport,Used,"56,128 mi.","$13,998",Gray,Black,Automatic,FWD
500,2016 Ford Fusion Energi SE Luxury,Used,"44,535 mi.","$13,592",Black,Black,CVT,FWD
501,2014 BMW X3 xDrive28i,Used,"83,588 mi.","$13,779",White,Beige,Automatic,AWD
502,2013 Ford Fusion Hybrid SE,Used,"76,914 mi.","$9,430",Red,Beige,CVT,FWD
503,2017 Hyundai Tucson Sport,Used,"18,456 mi.","$14,491",Red,Beige,Automatic,FWD
504,2013 Chevrolet Equinox 1LT,Used,"109,155 mi.","$9,791",Beige,Black,Automatic,AWD
505,2013 Toyota Prius Three,Used,"53,308 mi.","$8,491",Blue,Gray,CVT,FWD
506,2019 Hyundai Accent SE,Used,"28,264 mi.","$12,215",White,Black,Automatic,FWD
507,2005 Saturn Ion 3,Used,"104,774 mi.","$3,995",Gray,Gray,Manual,FWD
508,2019 Nissan Sentra S,Used,"16,608 mi.","$13,943",Black,Black,CVT,FWD
509,2014 Ford Explorer XLT,Used,"115,474 mi.","$13,988",Black,Gray,Automatic,FWD
510,2007 Chevrolet Tahoe LT,Used,"160,195 mi.","$11,988",Silver,Gray,Automatic,drive
511,2013 Dodge Charger SE,Used,"112,626 mi.","$9,988",Black,Black,Automatic,RWD
512,2019 Nissan Sentra S,Used,"19,671 mi.","$13,747",White,Black,Manual,FWD
513,2003 Toyota Tacoma PreRunner Xtracab,Used,"142,267 mi.","$6,995",White,Gray,Automatic,RWD
514,2019 Volkswagen Jetta 1.4T S,Used,"18,864 mi.","$14,863",White,Black,Automatic,FWD
515,2008 GMC Acadia SLT-1,Used,"177,115 mi.","$8,488",Blue,Black,Automatic,AWD
516,2010 BMW X5 xDrive35d,Used,"96,791 mi.","$11,900",Gray,Other,Automatic,AWD
517,2013 Jeep Compass Limited,Used,"43,897 mi.","$12,775",Silver,Gray,CVT,drive
518,2007 Honda Odyssey EX-L,Used,"96,073 mi.","$8,990",Silver,Gray,Automatic,FWD
519,2016 Chevrolet Cruze Limited 1LT,Used,"60,597 mi.","$9,991",Red,Black,Automatic,FWD
520,2013 Nissan Juke S,Used,"104,000 mi.","$7,999",Black,Other,CVT,FWD
521,2006 Honda Element EX-P,Used,"107,667 mi.","$13,900",Black,Black,Automatic,drive
522,2017 Nissan Sentra SR,Used,"32,572 mi.","$12,810",Black,Gray,CVT,FWD
523,2014 Subaru XV Crosstrek 2.0i Premium,Used,"91,220 mi.","$14,500",White,Beige,CVT,AWD
524,2013 Volkswagen Jetta TDI,Used,"50,755 mi.","$9,250",Gray,Black,Automatic,FWD
525,2013 Audi A4 2.0T Premium Plus quattro,Used,"71,254 mi.","$14,900",Other,Other,Automatic,AWD
526,2015 Hyundai Sonata Sport 2.0T,Used,"52,211 mi.","$12,999",Blue,Gray,Automatic,FWD
527,2013 Nissan Maxima SV,Used,"70,693 mi.","$13,599",Gray,Black,CVT,FWD
528,2014 Scion xB,Used,"49,295 mi.","$12,998",Red,Black,Automatic,FWD
529,2016 Chrysler 200 Limited,Used,"33,127 mi.","$12,460",Other,Black,Automatic,FWD
530,2017 Chevrolet Equinox LS,Used,"67,972 mi.","$14,460",Black,Other,Automatic,FWD
531,2004 Toyota Sequoia Limited,Used,"162,076 mi.","$11,995",Gray,Gray,Automatic,drive
532,2017 Kia Forte LX,Used,"28,167 mi.","$11,888",Other,Black,Manual,FWD
533,2014 Hyundai Sonata GLS,Used,"72,684 mi.","$10,888",Black,Gray,Automatic,FWD
534,2018 Nissan Altima 2.5 SV,Used,"36,961 mi.","$14,467",White,Gray,CVT,FWD
535,2007 Subaru B9 Tribeca,Used,"65,432 mi.","$12,999",Silver,Gray,Automatic,AWD
536,2008 Cadillac CTS Base,Used,"77,011 mi.","$9,995",Red,Beige,Automatic,RWD
537,2016 Jeep Cherokee Sport,Used,"60,861 mi.","$12,995",Beige,Black,Automatic,FWD
538,2015 Hyundai Sonata SE,Used,"36,466 mi.","$12,312",White,Gray,Automatic,FWD
539,2008 Saturn Sky Red Line,Used,"119,894 mi.","$7,495",Red,Black,Manual,RWD
540,2015 Ford Taurus SEL,Used,"86,650 mi.","$13,490",White,Other,Automatic,FWD
541,2014 Ford Escape SE,Used,"52,522 mi.","$13,990",Black,Black,Automatic,drive
542,2008 Toyota Matrix XR,Used,"90,000 mi.","$7,995",Blue,Black,Automatic,FWD
543,2008 BMW 335 i,Used,"86,686 mi.","$9,995",Black,Black,Automatic,RWD
544,2008 Ford F-250 Lariat,Used,"174,505 mi.","$14,995",Black,Black,Automatic,drive
545,2007 BMW 328 i,Used,"132,363 mi.","$5,990",Gray,Beige,Automatic,RWD
546,2013 Acura TL Technology,Used,"36,730 mi.","$14,991",Gray,Black,Automatic,FWD
547,2009 Toyota Camry SE,Used,"174,839 mi.","$5,990",Red,Beige,Automatic,FWD
548,2014 Nissan Leaf SV,Used,"43,589 mi.","$7,450",Black,Black,Automatic,FWD
549,2008 Toyota Sienna LE,Used,"98,009 mi.","$8,990",Blue,Other,Automatic,FWD
